rowId,modelId,category,brand,modelFamily,identityTier,verifiedProductCodes,symptomId,supported,capability,repairPackId,troubleshootingEvidence,supportMissingReason,purchaseReady,exactPart,purchaseMissingReason
"samsung-wf45t6000aw__door-will-not-close","samsung-wf45t6000aw","washer","Samsung","WF45T6000AW","exact-code","[""WF45T6000AW/A5""]","door-will-not-close","true","guided-checks","samsung-wf45t6000aw::door-will-not-close","[{""id"":""samsung-washer-door"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washer door error guidance"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/troubleshoot/TSG10000997/"",""appliesTo"":""Samsung washers; exact error meaning varies by model and manual"",""lastVerified"":""2026-08-28""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"samsung-wf45t6000aw__will-not-start","samsung-wf45t6000aw","washer","Samsung","WF45T6000AW","exact-code","[""WF45T6000AW/A5""]","will-not-start","true","guided-checks","samsung-wf45t6000aw::will-not-start","[{""id"":""samsung-washer-start"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washer start and power checks"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/troubleshoot/TSG10007300/"",""appliesTo"":""Samsung front- and top-load washers; visible power, control-lock, door/lid, and cycle checks"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"samsung-wf45t6000aw__will-not-spin","samsung-wf45t6000aw","washer","Samsung","WF45T6000AW","exact-code","[""WF45T6000AW/A5""]","will-not-spin","true","guided-checks","samsung-wf45t6000aw::will-not-spin","[{""id"":""samsung-washer-spin"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washer spin checks"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/troubleshoot/TSG10003486/"",""appliesTo"":""Samsung front- and top-load washers; load, drain, and closure observations; pump-filter access excluded unless separately confirmed"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"samsung-wf45t6000aw__is-leaking","samsung-wf45t6000aw","washer","Samsung","WF45T6000AW","exact-code","[""WF45T6000AW/A5""]","is-leaking","true","guided-checks","samsung-wf45t6000aw::is-leaking","[{""id"":""samsung-washer-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washer leak checks"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/troubleshoot/TSG10001007/"",""appliesTo"":""Samsung front- and top-load washers; topology-selected visible leak checks only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"samsung-wf45b6300aw__will-not-drain","samsung-wf45b6300aw","washer","Samsung","WF45B6300AW","exact-code","[""WF45B6300AW/US""]","will-not-drain","true","purchase-ready","samsung-wf45b6300aw::will-not-drain","[{""id"":""samsung-no-drain"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washing machine will not drain"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/troubleshoot/TSG10007110/"",""appliesTo"":""Samsung front- and top-load washers"",""lastVerified"":""2026-08-27""},{""id"":""samsung-filter"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washer pump-filter cleaning"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/answer/ANS10003197/"",""appliesTo"":""Samsung front-load washers with user-accessible filters"",""lastVerified"":""2026-08-27""}]","","true","{""name"":""Drain-pump assembly"",""sku"":""DC97-20621A"",""compatibleProductCodes"":[""WF45B6300AW/US""],""installBoundary"":""professional-only"",""compatibilityEvidence"":[{""id"":""samsung-dc97-20621a"",""kind"":""authorized-parts"",""title"":""Samsung DC97-20621A compatible-model listing"",""publisher"":""Encompass"",""url"":""https://encompass.com/item/11667691/Samsung/DC97-20621A/"",""appliesTo"":""WF45T6000AW/A5 and WF45B6300AW/US"",""lastVerified"":""2026-08-27""}],""sellerOffer"":{""provider"":""shopify-global-catalog"",""protocol"":""UCP"",""query"":""Samsung DC97-20621A washer drain pump exact part"",""exactSku"":""DC97-20621A"",""offerCountAtVerification"":19,""lastVerified"":""2026-08-27""}}",""
"samsung-wf45b6300aw__door-will-not-close","samsung-wf45b6300aw","washer","Samsung","WF45B6300AW","exact-code","[""WF45B6300AW/US""]","door-will-not-close","true","guided-checks","samsung-wf45b6300aw::door-will-not-close","[{""id"":""samsung-washer-door"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washer door error guidance"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/troubleshoot/TSG10000997/"",""appliesTo"":""Samsung washers; exact error meaning varies by model and manual"",""lastVerified"":""2026-08-28""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"samsung-wf45b6300aw__will-not-start","samsung-wf45b6300aw","washer","Samsung","WF45B6300AW","exact-code","[""WF45B6300AW/US""]","will-not-start","true","guided-checks","samsung-wf45b6300aw::will-not-start","[{""id"":""samsung-washer-start"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washer start and power checks"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/troubleshoot/TSG10007300/"",""appliesTo"":""Samsung front- and top-load washers; visible power, control-lock, door/lid, and cycle checks"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"samsung-wf45b6300aw__will-not-spin","samsung-wf45b6300aw","washer","Samsung","WF45B6300AW","exact-code","[""WF45B6300AW/US""]","will-not-spin","true","guided-checks","samsung-wf45b6300aw::will-not-spin","[{""id"":""samsung-washer-spin"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washer spin checks"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/troubleshoot/TSG10003486/"",""appliesTo"":""Samsung front- and top-load washers; load, drain, and closure observations; pump-filter access excluded unless separately confirmed"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"samsung-wf45b6300aw__is-leaking","samsung-wf45b6300aw","washer","Samsung","WF45B6300AW","exact-code","[""WF45B6300AW/US""]","is-leaking","true","guided-checks","samsung-wf45b6300aw::is-leaking","[{""id"":""samsung-washer-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""Samsung washer leak checks"",""publisher"":""Samsung"",""url"":""https://www.samsung.com/us/support/troubleshoot/TSG10001007/"",""appliesTo"":""Samsung front- and top-load washers; topology-selected visible leak checks only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gfw550ssnww__will-not-drain","ge-gfw550ssnww","washer","GE","GFW550SSNWW","exact-code","[""GFW550SSN0WW""]","will-not-drain","true","purchase-ready","ge-gfw550ssnww::will-not-drain","[{""id"":""ge-guidance"",""kind"":""manufacturer-troubleshooting"",""title"":""GE washer will not drain guidance"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=23081"",""appliesTo"":""GE front-load washers"",""lastVerified"":""2026-08-27""}]","","true","{""name"":""Drain pump and filter assembly"",""sku"":""WH11X39237"",""compatibleProductCodes"":[""GFW550SSN0WW""],""installBoundary"":""professional-only"",""compatibilityEvidence"":[{""id"":""ge-wh11x39237-gfw550ssn0ww"",""kind"":""manufacturer-part"",""title"":""GE GFW550SSN0WW cabinet parts and drain-pump replacement"",""publisher"":""GE Appliances"",""url"":""https://www.geapplianceparts.com/store/parts/ModelSectionParts/GFW550SSN0WW/4/0/0/0/CABINET_%281%29"",""appliesTo"":""GE GFW550SSN0WW"",""lastVerified"":""2026-08-27""}],""sellerOffer"":{""provider"":""shopify-global-catalog"",""protocol"":""UCP"",""query"":""GE WH11X39237 washer drain pump exact part"",""exactSku"":""WH11X39237"",""offerCountAtVerification"":14,""lastVerified"":""2026-08-27""}}",""
"ge-gfw550ssnww__door-will-not-close","ge-gfw550ssnww","washer","GE","GFW550SSNWW","exact-code","[""GFW550SSN0WW""]","door-will-not-close","true","guided-checks","ge-gfw550ssnww::door-will-not-close","[{""id"":""washer-ge-front-owner-manual"",""kind"":""manufacturer-troubleshooting"",""title"":""GE Appliances Door or lid will not close owner guidance"",""publisher"":""GE Appliances"",""url"":""https://images.salsify.com/image/upload/s--Q2ZqW1dH--/207c3da007ffc1f522fe0a1723081c5d6c09941e.pdf"",""appliesTo"":""GFW850, GFW655, GFW650 and GFW550 model families named in the manual"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gfw550ssnww__will-not-start","ge-gfw550ssnww","washer","GE","GFW550SSNWW","exact-code","[""GFW550SSN0WW""]","will-not-start","true","guided-checks","ge-gfw550ssnww::will-not-start","[{""id"":""ge-washer-front-start"",""kind"":""manufacturer-troubleshooting"",""title"":""GE front-load washer start checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=23094"",""appliesTo"":""GE front-load washers; visible controls, door, pause, and water supply only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gfw550ssnww__will-not-spin","ge-gfw550ssnww","washer","GE","GFW550SSNWW","exact-code","[""GFW550SSN0WW""]","will-not-spin","true","guided-checks","ge-gfw550ssnww::will-not-spin","[{""id"":""ge-washer-front-spin"",""kind"":""manufacturer-troubleshooting"",""title"":""GE front-load washer spin checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=16243"",""appliesTo"":""GE front-load washers; load, drain, and visible closure checks only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gfw550ssnww__is-leaking","ge-gfw550ssnww","washer","GE","GFW550SSNWW","exact-code","[""GFW550SSN0WW""]","is-leaking","true","guided-checks","ge-gfw550ssnww::is-leaking","[{""id"":""ge-washer-front-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""GE front-load washer leak checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=17532"",""appliesTo"":""GE front-load washers; visible gasket, detergent, dispenser, and external hose checks"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gfw650ssnww__will-not-drain","ge-gfw650ssnww","washer","GE","GFW650SSNWW","family-only","[]","will-not-drain","true","guided-checks","ge-gfw650ssnww::will-not-drain","[{""id"":""ge-guidance"",""kind"":""manufacturer-troubleshooting"",""title"":""GE washer will not drain guidance"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=23081"",""appliesTo"":""GE front-load washers"",""lastVerified"":""2026-08-27""}]","","false","","A complete revision code is not independently verified for this catalog identity."
"ge-gfw650ssnww__door-will-not-close","ge-gfw650ssnww","washer","GE","GFW650SSNWW","family-only","[]","door-will-not-close","true","guided-checks","ge-gfw650ssnww::door-will-not-close","[{""id"":""washer-ge-front-owner-manual"",""kind"":""manufacturer-troubleshooting"",""title"":""GE Appliances Door or lid will not close owner guidance"",""publisher"":""GE Appliances"",""url"":""https://images.salsify.com/image/upload/s--Q2ZqW1dH--/207c3da007ffc1f522fe0a1723081c5d6c09941e.pdf"",""appliesTo"":""GFW850, GFW655, GFW650 and GFW550 model families named in the manual"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gfw650ssnww__will-not-start","ge-gfw650ssnww","washer","GE","GFW650SSNWW","family-only","[]","will-not-start","true","guided-checks","ge-gfw650ssnww::will-not-start","[{""id"":""ge-washer-front-start"",""kind"":""manufacturer-troubleshooting"",""title"":""GE front-load washer start checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=23094"",""appliesTo"":""GE front-load washers; visible controls, door, pause, and water supply only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gfw650ssnww__will-not-spin","ge-gfw650ssnww","washer","GE","GFW650SSNWW","family-only","[]","will-not-spin","true","guided-checks","ge-gfw650ssnww::will-not-spin","[{""id"":""ge-washer-front-spin"",""kind"":""manufacturer-troubleshooting"",""title"":""GE front-load washer spin checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=16243"",""appliesTo"":""GE front-load washers; load, drain, and visible closure checks only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"ge-gfw650ssnww__is-leaking","ge-gfw650ssnww","washer","GE","GFW650SSNWW","family-only","[]","is-leaking","true","guided-checks","ge-gfw650ssnww::is-leaking","[{""id"":""ge-washer-front-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""GE front-load washer leak checks"",""publisher"":""GE Appliances"",""url"":""https://products.geappliances.com/appliance/gea-support-search-content?contentId=17532"",""appliesTo"":""GE front-load washers; visible gasket, detergent, dispenser, and external hose checks"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"whirlpool-wfw5605mw__will-not-drain","whirlpool-wfw5605mw","washer","Whirlpool","WFW5605MW","family-only","[]","will-not-drain","true","guided-checks","whirlpool-wfw5605mw::will-not-drain","[{""id"":""whirlpool-no-drain"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load washer not draining"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Front_Load_Washers/Cycle_Concerns/Not_Draining/Not_Draining_-_Front_Load_Washer"",""appliesTo"":""Whirlpool front-load washers"",""lastVerified"":""2026-08-27""},{""id"":""whirlpool-filter"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load pump-filter cleaning"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Cleaning_and_Care/Cleaning_the_Pump_Filter_-_Front_Load_Washer"",""appliesTo"":""Models whose owner manual confirms filter access"",""lastVerified"":""2026-08-27""}]","","false","","A complete revision code is not independently verified for this catalog identity."
"whirlpool-wfw5605mw__door-will-not-close","whirlpool-wfw5605mw","washer","Whirlpool","WFW5605MW","family-only","[]","door-will-not-close","true","guided-checks","whirlpool-wfw5605mw::door-will-not-close","[{""id"":""whirlpool-front-washer-door"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load washer door latching"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Latching_a_Front_Load_Washer_Door"",""appliesTo"":""Whirlpool front-load washers"",""lastVerified"":""2026-08-28""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"whirlpool-wfw5605mw__will-not-start","whirlpool-wfw5605mw","washer","Whirlpool","WFW5605MW","family-only","[]","will-not-start","true","guided-checks","whirlpool-wfw5605mw::will-not-start","[{""id"":""whirlpool-washer-front-start"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load washer start checks"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Front_Load_Washers/Not_Starting_or_Not_Operating/Not_Starting_or_Not_Operating/Not_Starting_or_Not_Operating_-_Front_Load_Washer"",""appliesTo"":""Whirlpool front-load washers; visible controls, door, and water supply only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"whirlpool-wfw5605mw__will-not-spin","whirlpool-wfw5605mw","washer","Whirlpool","WFW5605MW","family-only","[]","will-not-spin","true","guided-checks","whirlpool-wfw5605mw::will-not-spin","[{""id"":""whirlpool-washer-front-spin"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load washer spin checks"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Front_Load_Washers/Not_Starting_or_Not_Operating/Not_Spinning/Not_Spinning_-_Front_Load_Washer"",""appliesTo"":""Whirlpool front-load washers; cycle, load, suds, drain, and closure observations only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"whirlpool-wfw5605mw__is-leaking","whirlpool-wfw5605mw","washer","Whirlpool","WFW5605MW","family-only","[]","is-leaking","true","guided-checks","whirlpool-wfw5605mw::is-leaking","[{""id"":""whirlpool-washer-front-leak"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load washer leak checks"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Front_Load_Washers/Leaking/Leaking_from_Underneath_or_Bottom_-_Front_Load_Washer"",""appliesTo"":""Whirlpool front-load washers; visible front boundary and external hose checks only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"whirlpool-wfw6620hw__will-not-drain","whirlpool-wfw6620hw","washer","Whirlpool","WFW6620HW","family-only","[]","will-not-drain","true","guided-checks","whirlpool-wfw6620hw::will-not-drain","[{""id"":""whirlpool-no-drain"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load washer not draining"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Front_Load_Washers/Cycle_Concerns/Not_Draining/Not_Draining_-_Front_Load_Washer"",""appliesTo"":""Whirlpool front-load washers"",""lastVerified"":""2026-08-27""},{""id"":""whirlpool-filter"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load pump-filter cleaning"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Cleaning_and_Care/Cleaning_the_Pump_Filter_-_Front_Load_Washer"",""appliesTo"":""Models whose owner manual confirms filter access"",""lastVerified"":""2026-08-27""}]","","false","","A complete revision code is not independently verified for this catalog identity."
"whirlpool-wfw6620hw__door-will-not-close","whirlpool-wfw6620hw","washer","Whirlpool","WFW6620HW","family-only","[]","door-will-not-close","true","guided-checks","whirlpool-wfw6620hw::door-will-not-close","[{""id"":""whirlpool-front-washer-door"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load washer door latching"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Product_Info/Washer_Product_Assistance/Latching_a_Front_Load_Washer_Door"",""appliesTo"":""Whirlpool front-load washers"",""lastVerified"":""2026-08-28""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
"whirlpool-wfw6620hw__will-not-start","whirlpool-wfw6620hw","washer","Whirlpool","WFW6620HW","family-only","[]","will-not-start","true","guided-checks","whirlpool-wfw6620hw::will-not-start","[{""id"":""whirlpool-washer-front-start"",""kind"":""manufacturer-troubleshooting"",""title"":""Whirlpool front-load washer start checks"",""publisher"":""Whirlpool"",""url"":""https://producthelp.whirlpool.com/Laundry/Washers/Front_Load_Washers/Not_Starting_or_Not_Operating/Not_Starting_or_Not_Operating/Not_Starting_or_Not_Operating_-_Front_Load_Washer"",""appliesTo"":""Whirlpool front-load washers; visible controls, door, and water supply only"",""lastVerified"":""2026-08-29""}]","","false","","Purchase promotion is limited to the category's separately reviewed default component route."
